version,treat_year,norm_year,seller_nace4d,year,mean_share,n_cells
treat_2008,2008,2007,2014,2008,1.48173730842432,64
treat_2008,2008,2007,2014,2009,0.929150874143231,68
treat_2008,2008,2007,2014,2010,1.9999891524832,70
treat_2008,2008,2007,2014,2011,1.3560517790808,69
treat_2008,2008,2007,2014,2012,1.58167110807461,66
treat_2008,2008,2007,2014,2013,1.00291689908642,61
treat_2008,2008,2007,2014,2014,1.65782220076272,62
treat_2008,2008,2007,2014,2015,10.0902393185205,57
treat_2008,2008,2007,2014,2016,2.69378646848566,57
treat_2008,2008,2007,2014,2017,3.17549464005968,55
treat_2008,2008,2007,2014,2018,3.20840458287361,51
treat_2008,2008,2007,2014,2019,3.10081372283475,53
treat_2008,2008,2007,2014,2020,5.68370090726052,52
treat_2008,2008,2007,2014,2021,3.84629058786823,47
treat_2008,2008,2007,2014,2022,6.08131057431443,50
treat_2008,2008,2007,2016,2005,1.01248511382289,6
treat_2008,2008,2007,2016,2006,1.14260734201846,6
treat_2008,2008,2007,2016,2007,0.857392657981536,6
treat_2008,2008,2007,2016,2008,11.4582600386163,6
treat_2008,2008,2007,2016,2009,20.6676439372656,5
treat_2008,2008,2007,2016,2010,0.656120783941331,4
treat_2008,2008,2007,2016,2011,0.832105855493585,4
treat_2008,2008,2007,2016,2012,20.8922537392895,5
treat_2008,2008,2007,2016,2013,20.6788524239589,5
treat_2008,2008,2007,2016,2014,0.675496348631284,4
treat_2008,2008,2007,2016,2015,20.5182649359278,5
treat_2008,2008,2007,2016,2016,13.9735702264164,5
treat_2008,2008,2007,2016,2017,20.64491151359,5
treat_2008,2008,2007,2016,2018,0.725649195438356,4
treat_2008,2008,2007,2016,2019,0.532980146681164,5
treat_2008,2008,2007,2016,2020,0.794967420044792,4
treat_2008,2008,2007,2016,2021,0.587658260284842,3
treat_2008,2008,2007,2016,2022,16.2520488765184,3
treat_2008,2008,2007,2120,2005,0.250678939429362,72
treat_2008,2008,2007,2120,2006,0.334726245536213,75
treat_2008,2008,2007,2120,2007,1.67426394033492,74
treat_2008,2008,2007,2120,2008,2.79525770178201,71
treat_2008,2008,2007,2120,2009,5.63832792091344,64
treat_2008,2008,2007,2120,2010,6.1573762989492,55
treat_2008,2008,2007,2120,2011,5.9832315332198,56
treat_2008,2008,2007,2120,2012,1.73843567859448,56
treat_2008,2008,2007,2120,2013,0.257091941994094,55
treat_2008,2008,2007,2120,2014,1.44877266904762,53
treat_2008,2008,2007,2120,2015,0.485528209748418,32
treat_2008,2008,2007,2120,2016,0.452723419128735,29
treat_2008,2008,2007,2120,2017,0.234191143610613,30
treat_2008,2008,2007,2120,2018,0.262133880392358,28
treat_2008,2008,2007,2120,2019,0.262113046723105,27
treat_2008,2008,2007,2120,2020,0.306879750833363,27
treat_2008,2008,2007,2120,2021,1.4286106298553,21
treat_2008,2008,2007,2120,2022,0.512957666597015,21
treat_2008,2008,2007,2221,2005,0,2
treat_2008,2008,2007,2221,2006,0.831399155544671,2
treat_2008,2008,2007,2221,2007,1.16860084445533,2
treat_2008,2008,2007,2221,2008,0.908385735079481,1
treat_2008,2008,2007,2221,2009,0.451987067874566,1
treat_2008,2008,2007,2221,2010,0.383864365435977,1
treat_2008,2008,2007,2221,2011,0.39555580706578,1
treat_2008,2008,2007,2221,2012,0.34549169877703,1
treat_2008,2008,2007,2221,2013,0,1
treat_2008,2008,2007,2221,2014,0,1
treat_2008,2008,2007,2221,2015,0,1
treat_2008,2008,2007,2221,2016,0,1
treat_2008,2008,2007,2221,2017,0,1
treat_2008,2008,2007,2221,2018,0,1
treat_2008,2008,2007,2221,2019,0.0776573994409511,1
treat_2008,2008,2007,2221,2020,0.82634114812979,1
treat_2008,2008,2007,2221,2021,1.01867248638948,1
treat_2008,2008,2007,2221,2022,0.854303974937236,1
treat_2008,2008,2007,2229,2005,2.16884935631826,76
treat_2008,2008,2007,2229,2006,1.96052631578947,76
treat_2008,2008,2007,2229,2007,0,73
treat_2008,2008,2007,2229,2008,1.85755251772376,72
treat_2008,2008,2007,2229,2009,3.79726566827806,63
treat_2008,2008,2007,2229,2010,6.51693576012379,65
treat_2008,2008,2007,2229,2011,13.7185658955775,66
treat_2008,2008,2007,2229,2012,3.212816299162,62
treat_2008,2008,2007,2229,2013,3.25025944047973,61
treat_2008,2008,2007,2229,2014,1.94762978866284,62
treat_2008,2008,2007,2229,2015,2.61717688634236,59
treat_2008,2008,2007,2229,2016,1.65739197284737,54
treat_2008,2008,2007,2229,2017,4.15808227963796,55
treat_2008,2008,2007,2229,2018,2.02993041274608,55
treat_2008,2008,2007,2229,2019,1.86594365327415,51
treat_2008,2008,2007,2229,2020,3.47779601606023,50
treat_2008,2008,2007,2229,2021,2.67543407414371,51
treat_2008,2008,2007,2229,2022,1.98569349889473,47
treat_2008,2008,2007,2311,2005,1.19816261181136,99
treat_2008,2008,2007,2311,2006,0.963883061995662,107
treat_2008,2008,2007,2311,2007,1.03715877275446,104
treat_2008,2008,2007,2311,2008,2.16409795081796,98
treat_2008,2008,2007,2311,2009,5.16221296398145,77
treat_2008,2008,2007,2311,2010,5.02771104630785,74
treat_2008,2008,2007,2311,2011,5.51147658374615,70
treat_2008,2008,2007,2311,2012,5.49598663641391,70
treat_2008,2008,2007,2311,2013,4.54022790836305,69
treat_2008,2008,2007,2311,2014,3.35108149531911,66
treat_2008,2008,2007,2311,2015,4.39728343466334,58
treat_2008,2008,2007,2311,2016,4.02498141280505,30
treat_2008,2008,2007,2311,2017,2.85450625113547,18
treat_2008,2008,2007,2311,2018,2.68345534560511,16
treat_2008,2008,2007,2311,2019,2.73338805274758,16
treat_2008,2008,2007,2311,2020,2.78228058959741,15
treat_2008,2008,2007,2311,2021,3.70038439820213,11
treat_2008,2008,2007,2311,2022,4.03645777179337,14
treat_2008,2008,2007,2313,2005,1.30132882212153,11
treat_2008,2008,2007,2313,2006,1.1689442350679,11
treat_2008,2008,2007,2313,2007,0.831055764932101,11
treat_2008,2008,2007,2313,2008,0.271271275210159,9
treat_2008,2008,2007,2313,2009,0.263372380826547,5
treat_2008,2008,2007,2313,2010,0.140195060790044,5
treat_2008,2008,2007,2313,2011,0,1
treat_2008,2008,2007,2313,2012,0.425710770745804,4
treat_2008,2008,2007,2313,2013,0.851421541491609,2
treat_2008,2008,2007,2313,2014,0,3
treat_2008,2008,2007,2313,2015,0.567614360994406,3
treat_2008,2008,2007,2313,2016,0.567614360994406,3
treat_2008,2008,2007,2313,2017,0.567614360994406,3
treat_2008,2008,2007,2313,2018,0,1
treat_2008,2008,2007,2313,2020,0,2
treat_2008,2008,2007,2313,2021,1.70284308298322,1
treat_2008,2008,2007,2314,2005,2.25539567180662,38
treat_2008,2008,2007,2314,2006,1.01643917094863,54
treat_2008,2008,2007,2314,2007,0.983560829051375,54
treat_2008,2008,2007,2314,2008,0.944896528772526,48
treat_2008,2008,2007,2314,2009,2.17131316776542,36
treat_2008,2008,2007,2314,2010,2.05249174649362,30
treat_2008,2008,2007,2314,2011,2.29669694455699,28
treat_2008,2008,2007,2314,2012,2.04025885923258,25
treat_2008,2008,2007,2314,2013,1.873038564779,26
treat_2008,2008,2007,2314,2014,2.84364115435552,29
treat_2008,2008,2007,2314,2015,4.25770567201643,24
treat_2008,2008,2007,2314,2016,4.36407699718506,21
treat_2008,2008,2007,2314,2017,4.41700690289962,22
treat_2008,2008,2007,2314,2018,6.34331416964673,25
treat_2008,2008,2007,2314,2019,7.54893874328314,20
treat_2008,2008,2007,2314,2020,7.99402312445247,18
treat_2008,2008,2007,2314,2021,8.24304453492824,17
treat_2008,2008,2007,2314,2022,8.01052958140645,18
treat_2008,2008,2007,2351,2005,2.36664738721342,215
treat_2008,2008,2007,2351,2006,0.901317949967083,243
treat_2008,2008,2007,2351,2007,1.10801683854954,222
treat_2008,2008,2007,2351,2008,0.993569527695854,223
treat_2008,2008,2007,2351,2009,1.07569757344458,218
treat_2008,2008,2007,2351,2010,27.1195094022495,193
treat_2008,2008,2007,2351,2011,2.53370499039397,204
treat_2008,2008,2007,2351,2012,22.3157468256788,201
treat_2008,2008,2007,2351,2013,25.7188071392358,194
treat_2008,2008,2007,2351,2014,25.4213372743219,190
treat_2008,2008,2007,2351,2015,2.76370159934915,180
treat_2008,2008,2007,2351,2016,22.7118222712661,178
treat_2008,2008,2007,2351,2017,2.85847060099825,171
treat_2008,2008,2007,2351,2018,24.4440615123038,164
treat_2008,2008,2007,2351,2019,2.33690559690336,160
treat_2008,2008,2007,2351,2020,25.6468290273781,152
treat_2008,2008,2007,2351,2021,2.52371278974187,150
treat_2008,2008,2007,2351,2022,2.81369341008896,142
treat_2008,2008,2007,2352,2005,0,2
treat_2008,2008,2007,2352,2006,0.990703435754645,5
treat_2008,2008,2007,2352,2007,1.00929656424536,5
treat_2008,2008,2007,2352,2008,33.3696663654602,5
treat_2008,2008,2007,2352,2009,1.7588007909972,4
treat_2008,2008,2007,2352,2010,0.95845370213205,4
treat_2008,2008,2007,2352,2011,0.248167323977303,4
treat_2008,2008,2007,2352,2012,0.262503106471437,4
treat_2008,2008,2007,2352,2013,0.208941947174548,4
treat_2008,2008,2007,2352,2014,2.06877104139771,4
treat_2008,2008,2007,2352,2015,5.49286937409766,4
treat_2008,2008,2007,2352,2016,0.215526629219274,4
treat_2008,2008,2007,2352,2017,0.218129827002578,4
treat_2008,2008,2007,2352,2018,10.6341525220374,4
treat_2008,2008,2007,2352,2019,0.296905545699987,3
treat_2008,2008,2007,2352,2020,28.2107968733557,3
treat_2008,2008,2007,2352,2021,0.282403052339527,4
treat_2008,2008,2007,2352,2022,0,2
treat_2008,2008,2007,2399,2005,1.20264019079215,64
treat_2008,2008,2007,2399,2006,1.18311808196222,68
treat_2008,2008,2007,2399,2007,0.840358595212419,78
treat_2008,2008,2007,2399,2008,0.785627882193441,77
treat_2008,2008,2007,2399,2009,0.615381517567897,72
treat_2008,2008,2007,2399,2010,0.674689048947098,73
treat_2008,2008,2007,2399,2011,0,61
treat_2008,2008,2007,2399,2012,0,61
treat_2008,2008,2007,2399,2013,0,52
treat_2008,2008,2007,2399,2014,0,55
treat_2008,2008,2007,2399,2015,0,51
treat_2008,2008,2007,2399,2016,0,44
treat_2008,2008,2007,2399,2017,0,46
treat_2008,2008,2007,2399,2018,0,41
treat_2008,2008,2007,2399,2019,0,39
treat_2008,2008,2007,2399,2020,0,36
treat_2008,2008,2007,2399,2021,0,39
treat_2008,2008,2007,2399,2022,0,35
treat_2008,2008,2007,2452,2005,2.11373397716966,11
treat_2008,2008,2007,2452,2006,0.923537301971778,11
treat_2008,2008,2007,2452,2007,1.07646269802822,11
treat_2008,2008,2007,2452,2008,0.854259839485518,10
treat_2008,2008,2007,2452,2009,6.08424443846583,9
treat_2008,2008,2007,2452,2010,17.3947700643653,7
treat_2008,2008,2007,2452,2011,11.7247461022257,9
treat_2008,2008,2007,2452,2012,4.95828416362784,8
treat_2008,2008,2007,2452,2013,12.3769903289317,9
treat_2008,2008,2007,2452,2014,0,4
treat_2008,2008,2007,2452,2015,0,4
treat_2008,2008,2007,2452,2016,0,4
treat_2008,2008,2007,2452,2017,0,4
treat_2008,2008,2007,2452,2018,0,4
treat_2008,2008,2007,2452,2019,0,4
treat_2008,2008,2007,2452,2020,0,3
treat_2008,2008,2007,2452,2021,0,1
treat_2008,2008,2007,2452,2022,0,2
treat_2008,2008,2007,2599,2005,0.441308285409182,8
treat_2008,2008,2007,2599,2006,0.753586486295642,8
treat_2008,2008,2007,2599,2007,1.24641351370436,8
treat_2008,2008,2007,2599,2008,2.9619992613065,7
treat_2008,2008,2007,2599,2009,0,8
treat_2008,2008,2007,2599,2010,0,5
treat_2008,2008,2007,2599,2011,0,4
treat_2008,2008,2007,2599,2012,0,5
treat_2008,2008,2007,2599,2013,0,5
treat_2008,2008,2007,2599,2014,0,5
treat_2008,2008,2007,2599,2015,0,4
treat_2008,2008,2007,2599,2016,0,4
treat_2008,2008,2007,2599,2017,0,3
treat_2008,2008,2007,2599,2018,0,4
treat_2008,2008,2007,2599,2019,0,3
treat_2008,2008,2007,2599,2020,0,4
treat_2008,2008,2007,2599,2021,0,4
treat_2008,2008,2007,2599,2022,0,4
treat_2008,2008,2007,3030,2005,1.00600285768858,7
treat_2008,2008,2007,3030,2006,0.95890273220822,9
treat_2008,2008,2007,3030,2007,1.03082295084384,12
